Owner1,Owner2,SiteAddress,MailAddress,MailCity,APN,LastSeller,LastSaleDate,LastSaleValue,clean_owner,ppp_borrower,ppp_city,ppp_state,ppp_amount,ppp_forgiven,ppp_date,ppp_status,BusinessType,NAICSCode,NonProfit,JobsReported,lender,proximity_cluster,rico_risk_tier
AA INVESTMENT LLC,,7942 SPEER DR,16293 HEMLOCK ST,FOUNTAIN VALLEY,165-311-16,"SPEER PROPERTIES LLC,",08/11/2022,2100000.0,AAINVESTMENTLLC,A&A INVESTMENT LLC,GILBERT,AZ,12500.0,12570.83,04/28/2020,Paid in Full,Limited  Liability Company(LLC),611710,,10.0,First International Bank & Trust,,TIER_4_MONITOR
AA INVESTMENT LLC,,7942 SPEER DR,16293 HEMLOCK ST,FOUNTAIN VALLEY,165-311-16,"SPEER PROPERTIES LLC,",08/11/2022,2100000.0,AAINVESTMENTLLC,A&A INVESTMENT LLC,Gilbert,AZ,11942.0,12002.37,01/21/2021,Paid in Full,Limited  Liability Company(LLC),611691,,10.0,First International Bank & Trust,,TIER_4_MONITOR
PALACE PROPERTIES LLC,,755 W 17TH ST STE I,1575 PLACENTIA AVE,NEWPORT BEACH,939-831-09,"CM17 PROPERTIES LLC,",12/12/2014,375000.0,PALACEPROPERTIESLLC,PALACE PROPERTIES LLC,AURORA,IL,7200.0,7289.75,04/15/2020,Paid in Full,Limited  Liability Company(LLC),531110,,2.0,"Associated Bank, National Association",,TIER_4_MONITOR
PALACE PROPERTIES LLC,,755 W 17TH ST STE I,1575 PLACENTIA AVE,NEWPORT BEACH,939-831-09,"CM17 PROPERTIES LLC,",12/12/2014,375000.0,PALACEPROPERTIESLLC,"PALACE PROPERTIES, LLC",HUNTINGTON,WV,46500.0,47101.92,04/07/2020,Paid in Full,Limited  Liability Company(LLC),531110,,8.0,United Bank,,TIER_4_MONITOR
INCUPLACE LLC,,88 FAIR DR,PO BOX 3772,ALHAMBRA,988-007-23,",",,,INCUPLACELLC,INCUPLACE LLC,Marina del Rey,CA,301444.0,304062.02,02/20/2021,Paid in Full,Limited  Liability Company(LLC),722310,,13.0,"Harvest Small Business Finance, LLC",,TIER_4_MONITOR
INCUPLACE LLC,,88 FAIR DR,PO BOX 3772,ALHAMBRA,988-007-23,",",,,INCUPLACELLC,INCUPLACE LLC,MARINA DEL REY,CA,287175.0,289330.78,04/28/2020,Paid in Full,Limited  Liability Company(LLC),541613,,12.0,Mega Bank,,TIER_4_MONITOR
LIGHTHOUSE CAFE LLC,,1600 W BALBOA BLVD,32565 GOLDEN LANTERN STE B,DANA POINT,988-007-96,",",,,LIGHTHOUSECAFELLC,"LIGHTHOUSE CAFE, LLC",Newport Beach,CA,256495.0,259397.26,04/28/2020,Paid in Full,Limited  Liability Company(LLC),722511,,18.0,"U.S. Bank, National Association",,TIER_4_MONITOR
LIGHTHOUSE CAFE LLC,,1600 W BALBOA BLVD,32565 GOLDEN LANTERN STE B,DANA POINT,988-007-96,",",,,LIGHTHOUSECAFELLC,LIGHTHOUSE CAFE LLC,Newport Beach,CA,366554.0,369265.5,02/07/2021,Paid in Full,Limited  Liability Company(LLC),722511,,39.0,"A10Capital, LLC",,TIER_4_MONITOR
LAZER LLC,,7782 RONALD DR,41156 CALLE SAN LEON,INDIO,165-302-05,"BOWDEN, JOHN M; BOWDEN, MARY SUE",04/19/2011,0.0,LAZERLLC,LAZER LLC,SADDLE RIVER,NJ,600000.0,,04/15/2020,Paid in Full,Limited  Liability Company(LLC),424330,,18.0,"TD Bank, National Association",,TIER_2_HIGH
STEWART INDUSTRIES LLC,,3311 BOUNTY CIR,1077 PACIFIC COAST HWY # 247,SEAL BEACH,178-431-14,"STEWART, JOSH; STEWART, BRENDA",05/04/2021,0.0,STEWARTINDUSTRIESLLC,STEWART INDUSTRIES LLC,Battle Creek,MI,564165.0,568245.54,03/31/2021,Paid in Full,Limited  Liability Company(LLC),336211,,54.0,"Bank of America, National Association",STEWART_CMRA_HUB,TIER_2_HIGH
STEWART INDUSTRIES LLC,,3311 BOUNTY CIR,1077 PACIFIC COAST HWY # 247,SEAL BEACH,178-431-14,"STEWART, JOSH; STEWART, BRENDA",05/04/2021,0.0,STEWARTINDUSTRIESLLC,STEWART INDUSTRIES LLC,BATTLE CREEK,MI,564162.5,569665.02,04/15/2020,Paid in Full,Limited  Liability Company(LLC),336211,,47.0,"Bank of America, National Association",STEWART_CMRA_HUB,TIER_2_HIGH
GALAXY MANAGEMENT LLC,,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXYMANAGEMENTLLC,"GALAXY MANAGEMENT, LLC",Conyers,GA,14188.0,,03/10/2021,Exemption 4,Limited  Liability Company(LLC),561110,,6.0,Farmers and Merchants Bank,,TIER_4_MONITOR
GALAXY MANAGEMENT LLC,,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXYMANAGEMENTLLC,GALAXY MANAGEMENT  LLC,FRISCO,TX,131324.42,,04/10/2020,Paid in Full,Limited Liability Partnership,531390,,10.0,Capital Community Bank,,TIER_4_MONITOR
GALAXY MANAGEMENT LLC,,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXYMANAGEMENTLLC,GALAXY MANAGEMENT LLC,CHARLOTTE,NC,18413.5,18588.43,04/28/2020,Paid in Full,Limited  Liability Company(LLC),721110,,5.0,First Horizon Bank,,TIER_4_MONITOR
GALAXY MANAGEMENT LLC,,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXYMANAGEMENTLLC,"GALAXY MANAGEMENT, LLC",AUBURN,MA,86400.0,87514.92,04/04/2020,Paid in Full,Limited  Liability Company(LLC),541611,,6.0,bankHometown,,TIER_4_MONITOR
GALAXY MANAGEMENT LLC,,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXYMANAGEMENTLLC,GALAXY MANAGEMENT LLC,Webster,MA,86400.0,86977.58,01/22/2021,Paid in Full,Limited  Liability Company(LLC),541310,,6.0,bankHometown,,TIER_4_MONITOR
GALAXY MANAGEMENT LLC,,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXYMANAGEMENTLLC,GALAXY MANAGEMENT LLC,Charlotte,NC,25777.5,25959.37,02/05/2021,Paid in Full,Limited  Liability Company(LLC),721110,,5.0,First Horizon Bank,,TIER_4_MONITOR
HSIAO GROUP LLC,,1687 TOPANGA,225 DEERFIELD DR,WALNUT,930-617-42,"HSIAO, DAVID YINGLUNG; HSIAO, MARSHA LICHEN",,0.0,HSIAOGROUPLLC,"HSIAO-GROUP, LLC",BUFFALO GROVE,IL,104100.0,35188.77,04/15/2020,Paid in Full,Limited  Liability Company(LLC),541614,,1.0,"Citibank, N.A.",,TIER_4_MONITOR
MERRIMAC PARTNERS LLC,,20962 CABRILLO LN # 61,19871 YORBA LINDA BLVD STE 105,YORBA LINDA,934-472-42,"HART, RORY JD",01/30/2019,1150000.0,MERRIMACPARTNERSLLC,MERRIMAC PARTNERS LLC,YORBA LINDA,CA,41665.0,42106.21,05/01/2020,Paid in Full,Limited  Liability Company(LLC),531120,,2.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
BARAKAH LLC," OBEID, ABDUL RAHMAN",8161 SAN ANGELO DR,9581 WESTWOOD DR,WESTMINSTER,107-773-08,"OBEID, ABDUL RAHMAN; OBEID, HELEN JOZANE",06/08/2007,0.0,BARAKAHLLC,BARAKAH LLC,TACOMA,WA,40770.0,41198.92,05/01/2020,Paid in Full,Limited  Liability Company(LLC),,,8.0,"Bank of America, National Association",,TIER_4_MONITOR
BARAKAH LLC," OBEID, ABDUL RAHMAN",8161 SAN ANGELO DR,9581 WESTWOOD DR,WESTMINSTER,107-773-08,"OBEID, ABDUL RAHMAN; OBEID, HELEN JOZANE",06/08/2007,0.0,BARAKAHLLC,BARAKAH LLC,Renton,WA,40770.0,40997.87,01/25/2021,Paid in Full,Limited  Liability Company(LLC),447110,,9.0,"Bank of America, National Association",,TIER_4_MONITOR
BARAKAH LLC," OBEID, ABDUL RAHMAN",8161 SAN ANGELO DR,9581 WESTWOOD DR,WESTMINSTER,107-773-08,"OBEID, ABDUL RAHMAN; OBEID, HELEN JOZANE",06/08/2007,0.0,BARAKAHLLC,"BARAKAH, LLC",FAIRFIELD,CT,13000.0,13097.95,06/29/2020,Paid in Full,Limited  Liability Company(LLC),445310,,2.0,First County Bank,,TIER_4_MONITOR
BARAKAH LLC," OBEID, ABDUL RAHMAN",8161 SAN ANGELO DR,9581 WESTWOOD DR,WESTMINSTER,107-773-08,"OBEID, ABDUL RAHMAN; OBEID, HELEN JOZANE",06/08/2007,0.0,BARAKAHLLC,BARAKAH LLC,Chanhassen,MN,35553.0,35858.16,02/04/2021,Paid in Full,Corporation,722513,,8.0,First Western Bank & Trust,,TIER_4_MONITOR
BARAKAH LLC," OBEID, ABDUL RAHMAN",8161 SAN ANGELO DR,9581 WESTWOOD DR,WESTMINSTER,107-773-08,"OBEID, ABDUL RAHMAN; OBEID, HELEN JOZANE",06/08/2007,0.0,BARAKAHLLC,BARAKAH LLC,CHANHASSEN,MN,27500.0,27807.08,04/28/2020,Paid in Full,Corporation,722511,,9.0,First Western Bank & Trust,,TIER_4_MONITOR
ATN LLC,,18586 GARNET LN,18586 GRANITE AVE # K,RIVERSIDE,111-391-59,"NGUYEN, AMADEUS; NGUYEN, TRIEU",02/13/2020,0.0,ATNLLC,"ATN, LLC",NORFOLK,NE,17600.0,17694.03,06/23/2020,Paid in Full,Corporation,453998,,2.0,Elkhorn Valley Bank & Trust,,TIER_4_MONITOR
MRB ENTERPRISES LLC,,826 BRICKYARD LN # 8,825 BRICKYARD LN,COSTA MESA,937-782-53,",",,,MRBENTERPRISESLLC,"MRB ENTERPRISES, LLC",ONAWA,IA,68000.0,68495.56,04/08/2020,Paid in Full,Limited  Liability Company(LLC),238350,,8.0,United Bank of Iowa,,TIER_4_MONITOR
MRB ENTERPRISES LLC,,826 BRICKYARD LN # 8,825 BRICKYARD LN,COSTA MESA,937-782-53,",",,,MRBENTERPRISESLLC,"MRB ENTERPRISES, LLC",Andover,MA,13470.0,10322.03,05/05/2020,Paid in Full,Limited  Liability Company(LLC),519130,,1.0,Cross River Bank,,TIER_4_MONITOR
COVE CAPITAL LLC,,2230 PACIFIC AVE APT A,172 SIDNEY BAY DR,NEWPORT COAST,935-840-24,"FIOCK, RICHARD E; RICHARD FLOCK 2023 CHARITABLE REMAINDER,",06/29/2023,3400000.0,COVECAPITALLLC,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,,TIER_4_MONITOR
COVE CAPITAL LLC,,2230 PACIFIC AVE APT B,172 SIDNEY BAY DR,NEWPORT COAST,935-840-25,"FLOCK, RICHARD E; THE RICHARD FLOCK TRUST,",,0.0,COVECAPITALLLC,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,,TIER_4_MONITOR
COVE CAPITAL LLC,,2230 PACIFIC AVE APT C,172 SIDNEY BAY DR,NEWPORT COAST,935-840-26,"FLOCK, RICHARD E; THE RICHARD FLOCK TRUST,",,0.0,COVECAPITALLLC,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,,TIER_4_MONITOR
COVE CAPITAL LLC,,2230 PACIFIC AVE APT D,172 SIDNEY BAY DR,NEWPORT COAST,935-840-27,"FLOCK, RICHARD E; THE RICHARD FLOCK TRUST,",,0.0,COVECAPITALLLC,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,,TIER_4_MONITOR
COVE CAPITAL LLC,,2230 PACIFIC AVE,172 SIDNEY BAY DR,NEWPORT COAST,935-840-28,"FIOCK, RICHARD E; RICHARD FIOCK TRUST,",,0.0,COVECAPITALLLC,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,,TIER_4_MONITOR
PACE RECOVERY CENTER LLC,,528 16TH ST,3197 AIRPORT LOOP DR STE B,COSTA MESA,023-148-33,"BAROT, DIPTI S",07/27/2017,1400000.0,PACERECOVERYCENTERLLC,PACE RECOVERY CENTER LLC,NEWPORT BEACH,CA,510549.0,515612.53,05/01/2020,Paid in Full,Limited  Liability Company(LLC),624190,,49.0,"Wells Fargo Bank, National Association",,TIER_2_HIGH
DRT INVESTMENTS LLC,,16862 CORAL CAY LN,20101 SW BIRCH ST STE 151,NEWPORT BEACH,988-999-13,",",,,DRTINVESTMENTSLLC,"DRT INVESTMENTS, LLC",PHOENIX,AZ,17210.0,17369.76,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
DRT INVESTMENTS LLC,,16862 CORAL CAY LN,20101 SW BIRCH ST STE 151,NEWPORT BEACH,988-999-13,",",,,DRTINVESTMENTSLLC,DRT INVESTMENTS LLC,Phoenix,AZ,24094.0,24246.82,01/31/2021,Paid in Full,Limited  Liability Company(LLC),722513,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
TR ENTERPRISE LLC,,17090 SAN BRUNO ST # 13,18627 BROOKHURST ST # 445,FOUNTAIN VALLEY,930-295-35,"NGUYEN, TIMOTHY; CHUNG, ROMMONY",02/04/2009,0.0,TRENTERPRISELLC,"T & R ENTERPRISE, LLC",BOONE,NC,35600.0,35994.04,04/28/2020,Paid in Full,Limited  Liability Company(LLC),561499,,4.0,Skyline National Bank,,TIER_4_MONITOR
TR ENTERPRISE LLC,,10200 LA HACIENDA AVE # 1,18627 BROOKHURST ST # 445,FOUNTAIN VALLEY,930-294-01,"NGUYEN, TIMOTHY; CHUNG, ROMMONY",10/08/2002,0.0,TRENTERPRISELLC,"T & R ENTERPRISE, LLC",BOONE,NC,35600.0,35994.04,04/28/2020,Paid in Full,Limited  Liability Company(LLC),561499,,4.0,Skyline National Bank,,TIER_4_MONITOR
DRT INVESTMENTS LLC,,19900 BEACH BLVD,20101 SW BIRCH ST STE 151,NEWPORT BEACH,153-091-27,"TAYLOR, DANIEL R; TAYLOR FAMILY TRUST,",10/28/2003,0.0,DRTINVESTMENTSLLC,"DRT INVESTMENTS, LLC",PHOENIX,AZ,17210.0,17369.76,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
DRT INVESTMENTS LLC,,19900 BEACH BLVD,20101 SW BIRCH ST STE 151,NEWPORT BEACH,153-091-27,"TAYLOR, DANIEL R; TAYLOR FAMILY TRUST,",10/28/2003,0.0,DRTINVESTMENTSLLC,DRT INVESTMENTS LLC,Phoenix,AZ,24094.0,24246.82,01/31/2021,Paid in Full,Limited  Liability Company(LLC),722513,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
FOCUS REALTY LLC,,4340 VON KARMAN AVE STE 200,19100 VON KARMAN AVE STE 570,NEWPORT BEACH,934-057-12,"PRES 4340 VON KARMAN LP,",10/27/2017,1912000.0,FOCUSREALTYLLC,FOCUS REALTY LLC,DASSEL,MN,7500.0,7574.79,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Royal CU,,TIER_4_MONITOR
FOCUS REALTY LLC,,4340 VON KARMAN AVE STE 201,19100 VON KARMAN AVE STE 570,NEWPORT BEACH,934-057-13,",",,,FOCUSREALTYLLC,FOCUS REALTY LLC,DASSEL,MN,7500.0,7574.79,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Royal CU,,TIER_4_MONITOR
FOCUS REALTY LLC,,4340 VON KARMAN AVE STE 211,19100 VON KARMAN AVE STE 570,NEWPORT BEACH,934-057-23,",",,,FOCUSREALTYLLC,FOCUS REALTY LLC,DASSEL,MN,7500.0,7574.79,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Royal CU,,TIER_4_MONITOR
DEVPRI HOSPITALITY LLC,,16220 PACIFIC COAST HWY,16555 PACIFIC COAST HWY,SUNSET BEACH,178-581-12,"JAY RAMDEV JI CORPORATION,",04/21/2016,1700000.0,DEVPRIHOSPITALITYLLC,DEVPRI HOSPITALITY LLC,Sunset Beach,CA,67100.0,67723.2,03/13/2021,Paid in Full,Limited  Liability Company(LLC),721110,,10.0,PCB Bank,,TIER_4_MONITOR
DEVPRI HOSPITALITY LLC,,16220 PACIFIC COAST HWY,16555 PACIFIC COAST HWY,SUNSET BEACH,178-581-12,"JAY RAMDEV JI CORPORATION,",04/21/2016,1700000.0,DEVPRIHOSPITALITYLLC,DEVPRI HOSPITALITY LLC,SUNSET BEACH,CA,47900.0,48329.13,04/09/2020,Paid in Full,Limited  Liability Company(LLC),721110,,18.0,PCB Bank,,TIER_4_MONITOR
DEVPRI HOSPITALITY LLC,,16561 PACIFIC COAST HWY,16555 PACIFIC COAST HWY,SUNSET BEACH,178-516-13,"SANATHRA, RAJNI",,0.0,DEVPRIHOSPITALITYLLC,DEVPRI HOSPITALITY LLC,Sunset Beach,CA,67100.0,67723.2,03/13/2021,Paid in Full,Limited  Liability Company(LLC),721110,,10.0,PCB Bank,,TIER_4_MONITOR
DEVPRI HOSPITALITY LLC,,16561 PACIFIC COAST HWY,16555 PACIFIC COAST HWY,SUNSET BEACH,178-516-13,"SANATHRA, RAJNI",,0.0,DEVPRIHOSPITALITYLLC,DEVPRI HOSPITALITY LLC,SUNSET BEACH,CA,47900.0,48329.13,04/09/2020,Paid in Full,Limited  Liability Company(LLC),721110,,18.0,PCB Bank,,TIER_4_MONITOR
PTCM LLC,,1940 MAPLE AVE APT 101,10781 LACONIA DR,VILLA PARK,935-500-60,"KAUL, CHRISTOPHER; TRUONG, BAO",07/09/2013,0.0,PTCMLLC,"PTCM, LLC",EAGAN,MN,20832.0,20975.47,08/07/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
MJB RENTALS LLC,,22 SURFSIDE AVE # B,10535 LEMORAN AVE,DOWNEY,178-491-14,"BUTLER, MELINDA A; MELINDA A BUTLER IRREVOCABLE TRUST,",,0.0,MJBRENTALSLLC,"MJB RENTALS, LLC.",Beaverton,OR,12607.29,,04/27/2020,Paid in Full,Limited  Liability Company(LLC),532412,,1.0,Washington Federal Bank d/b/a WaFd Bank,,TIER_4_MONITOR
AMG GROUP LLC,,807 MUIRFIELD DR,3 WOODLYN LN,BRADBURY,931-790-44,"JALIU, LOAN CRISTEL; JALIU, GABRIELA",06/27/2018,900000.0,AMGGROUPLLC,"AMG GROUP, LLC",Delaware,OH,20800.0,21031.93,05/02/2020,Paid in Full,Limited  Liability Company(LLC),523930,,1.0,Live Oak Banking Company,,TIER_4_MONITOR
KJH INVESTMENTS LLC,,17210 SAN MATEO ST # 24,12761 LONGDEN ST,GARDEN GROVE,930-294-24,"GRIMSHAW, HAROLD K; GRIMSHAW, DIANE L",08/31/2022,1166000.0,KJHINVESTMENTSLLC,K & J H INVESTMENTS LLC,Milwaukee,WI,1457.0,1460.76,05/12/2021,Paid in Full,Limited  Liability Company(LLC),531311,,1.0,"U.S. Bank, National Association",,TIER_4_MONITOR
RANCHO LA SIESTA LLC,,18194 BUSHARD ST,18182 BUSHARD ST,FOUNTAIN VALLEY,157-231-04,"RANCHO LA SIESTA LLC, ; RANCHO LA SIESTA,",12/29/2010,0.0,RANCHOLASIESTALLC,RANCHO LA SIESTA LLC,Fountain Valley,CA,45000.0,45366.25,08/05/2020,Paid in Full,Limited  Liability Company(LLC),531190,,7.0,Fountainhead SBF LLC,,TIER_4_MONITOR
JJ HOLDINGS LLC,,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,JJHOLDINGSLLC,"J&J HOLDINGS, LLC",Shakopee,MN,34837.0,35298.95,03/20/2021,Paid in Full,Limited  Liability Company(LLC),238910,,5.0,"Bank of America, National Association",,TIER_4_MONITOR
JJ HOLDINGS LLC,,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,JJHOLDINGSLLC,"J&J HOLDINGS, LLC",SHAKOPEE,MN,102390.0,100076.93,05/08/2020,Paid in Full,Limited  Liability Company(LLC),484110,,10.0,"Bank of America, National Association",,TIER_4_MONITOR
JJ HOLDINGS LLC,,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,JJHOLDINGSLLC,"J&J HOLDINGS, LLC",FLORENCE,MS,9600.0,9691.27,04/29/2020,Paid in Full,Limited  Liability Company(LLC),541618,,2.0,Regions Bank,,TIER_4_MONITOR
JJ HOLDINGS LLC,,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,JJHOLDINGSLLC,JJ HOLDINGS LLC,LAFAYETTE,LA,36200.0,36474.72,04/04/2020,Paid in Full,Limited  Liability Company(LLC),722513,,17.0,Gulf Coast Bank,,TIER_4_MONITOR
JJ HOLDINGS LLC,,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,JJHOLDINGSLLC,J&J HOLDINGS LLC,Florence,MS,7500.0,7520.75,04/29/2021,Paid in Full,Limited  Liability Company(LLC),541618,,2.0,Regions Bank,,TIER_4_MONITOR
DAYAL LLC,,8491 ATLANTA AVE # 201,8120 WAGON WHEEL CT,ROSEMEAD,151-105-29,"MULTANI ENTERPRISES INC,",03/26/2019,1500000.0,DAYALLLC,DAYAL LLC,CHECOTAH,OK,9750.0,9804.23,04/27/2020,Paid in Full,Limited  Liability Company(LLC),721110,,6.0,Armstrong Bank,,TIER_4_MONITOR
MNM GROUP LLC,,18319 EUCLID ST,3251 E SLAUSON AVE,VERNON,932-882-04,"BSP E405 LLC,",12/30/2022,4700000.0,MNMGROUPLLC,"MNM GROUP, LLC",LOS ANGELES,CA,647186.0,,04/30/2020,Paid in Full,Limited  Liability Company(LLC),423210,,62.0,"JPMorgan Chase Bank, National Association",,TIER_2_HIGH
