llc_name,property_address,mailing_address,mail_city,APN,LastSeller,LastSaleDate,sale_price,ppp_borrower,ppp_city,ppp_state,ppp_amount,ppp_forgiven,ppp_date,ppp_status,BusinessType,NAICSCode,NonProfit,JobsReported,ppp_lender,orig_lender,lender_city,lender_state,days_property_to_ppp,is_out_of_state_ppp,is_out_of_state_mail
COVE CAPITAL LLC,2230 PACIFIC AVE APT A,172 SIDNEY BAY DR,NEWPORT COAST,935-840-24,"FIOCK, RICHARD E; RICHARD FLOCK 2023 CHARITABLE REMAINDER,",06/29/2023,3400000.0,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,Celtic Bank Corporation,SALT LAKE CITY,UT,-1112,True,True
COVE CAPITAL LLC,2230 PACIFIC AVE APT B,172 SIDNEY BAY DR,NEWPORT COAST,935-840-25,"FLOCK, RICHARD E; THE RICHARD FLOCK TRUST,",,0.0,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,Celtic Bank Corporation,SALT LAKE CITY,UT,,True,True
COVE CAPITAL LLC,2230 PACIFIC AVE APT C,172 SIDNEY BAY DR,NEWPORT COAST,935-840-26,"FLOCK, RICHARD E; THE RICHARD FLOCK TRUST,",,0.0,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,Celtic Bank Corporation,SALT LAKE CITY,UT,,True,True
COVE CAPITAL LLC,2230 PACIFIC AVE APT D,172 SIDNEY BAY DR,NEWPORT COAST,935-840-27,"FLOCK, RICHARD E; THE RICHARD FLOCK TRUST,",,0.0,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,Celtic Bank Corporation,SALT LAKE CITY,UT,,True,True
COVE CAPITAL LLC,2230 PACIFIC AVE,172 SIDNEY BAY DR,NEWPORT COAST,935-840-28,"FIOCK, RICHARD E; RICHARD FIOCK TRUST,",,0.0,"COVE CAPITAL, LLC",Boca Raton,FL,8750.0,8844.93,06/12/2020,Paid in Full,Limited  Liability Company(LLC),236115,,2.0,Celtic Bank Corporation,Celtic Bank Corporation,SALT LAKE CITY,UT,,True,True
TB THE TWINS LLC,7425 LAMPSON AVE,6022 E JACK PINE LN,ORANGE,936-751-57,"PHAM, BAY VAN; TON, TRANG",01/26/2017,0.0,"TB THE TWINS, LLC",ORANGE,CA,8750.0,8861.71,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,1191,False,True
TB THE TWINS LLC,7427 LAMPSON AVE,6022 E JACK PINE LN,ORANGE,936-751-58,"PHAM, BAY VAN; TON, TRANG",01/26/2017,0.0,"TB THE TWINS, LLC",ORANGE,CA,8750.0,8861.71,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,1191,False,True
FRR LLC,17711 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-14,"LENZKES JR, RUDOLF",,0.0,"FRR, LLC",Burlington,IA,8600.0,8658.77,06/29/2020,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,MidWestOne Bank,IOWA CITY,IA,,True,True
FRR LLC,17712 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-15,"LENZKES JR, RUDOLF",,0.0,"FRR, LLC",Burlington,IA,8600.0,8658.77,06/29/2020,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,MidWestOne Bank,IOWA CITY,IA,,True,True
FRR LLC,17711 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-14,"LENZKES JR, RUDOLF",,0.0,FRR LLC,Burlington,IA,8600.0,8676.21,02/17/2021,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,MidWestOne Bank,IOWA CITY,IA,,True,True
FRR LLC,17712 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-15,"LENZKES JR, RUDOLF",,0.0,FRR LLC,Burlington,IA,8600.0,8676.21,02/17/2021,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,MidWestOne Bank,IOWA CITY,IA,,True,True
S & N COMPANY LLC,6422 DUNN DR,PO BOX 4035,WESTMINSTER,145-271-05,"S & N COMPANY,",01/21/2016,0.0,"S N COMPANY, LLC",FLORENCE,SC,8500.0,8566.82,04/12/2020,Paid in Full,Limited  Liability Company(LLC),721110,,4.0,First Bank,First Bank,SOUTHERN PINES,NC,1543,True,False
S & N COMPANY LLC,15942 PLYMOUTH LN,PO BOX 4035,WESTMINSTER,145-095-07,"S & N COMPANY,",01/20/2016,0.0,"S N COMPANY, LLC",FLORENCE,SC,8500.0,8566.82,04/12/2020,Paid in Full,Limited  Liability Company(LLC),721110,,4.0,First Bank,First Bank,SOUTHERN PINES,NC,1544,True,False
S & N COMPANY LLC,5351 OCEANUS DR,PO BOX 4035,WESTMINSTER,145-014-66,"S&N COMPANY,",02/28/1996,0.0,"S N COMPANY, LLC",FLORENCE,SC,8500.0,8566.82,04/12/2020,Paid in Full,Limited  Liability Company(LLC),721110,,4.0,First Bank,First Bank,SOUTHERN PINES,NC,8810,True,False
S & N COMPANY LLC,115 8TH ST,PO BOX 4035,WESTMINSTER,024-123-07,"S & N COMPANY,",,0.0,"S N COMPANY, LLC",FLORENCE,SC,8500.0,8566.82,04/12/2020,Paid in Full,Limited  Liability Company(LLC),721110,,4.0,First Bank,First Bank,SOUTHERN PINES,NC,,True,False
GOODWILL LLC,12838 PALM ST UNIT 2,411 KINGSTON CT,MT PROSPECT,930-174-57,"CHANG, MICHAEL T; CHANG, TSAI FEN L",06/28/2019,475000.0,GOODWILL LLC,BROOKFIELD,CT,8500.0,8552.68,04/28/2020,Paid in Full,Limited  Liability Company(LLC),445120,,2.0,Union Savings Bank,Union Savings Bank,DANBURY,CT,305,True,True
POINTFAR AUTOMATION LLC,16655 PACIFIC COAST HWY,18710 VINTAGE ST,NORTHRIDGE,178-523-09,"VISION DEVELOPMENT LLC,",03/10/2026,1400000.0,POINTFAR AUTOMATION LLC,NEW HALL,CA,8500.0,8556.59,04/30/2020,Paid in Full,Limited  Liability Company(LLC),541618,,2.0,"U.S. Bank, National Association",US Bank National Association,San Francisco,CA,-2140,False,True
SANDERSON GROUP LLC,16212 KIPLING CIR,48 CIELO AZUL,MISSION VIEJO,107-903-11,"SHAMROUKH, AHMAD; SHAMROUKH, RAWA",02/09/1999,0.0,SANDERSON GROUP LLC,AUSTIN,TX,8332.0,,04/30/2020,Paid in Full,Limited  Liability Company(LLC),541420,,3.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,7751,True,True
HB LLC,9472 RAMBLER DR,16340 75TH PL W,EDMONDS,149-053-07,"COVINGTON, JANET; CROSLEY, COURTNEY",06/04/2019,1127000.0,HB LLC,Fairfax,VA,8206.0,,05/12/2021,Charged Off,Limited Liability Partnership,541910,,2.0,Customers Bank,"Leader Bank, National Association",ARLINGTON,MA,708,True,True
GOODWILL LLC,12838 PALM ST UNIT 2,411 KINGSTON CT,MT PROSPECT,930-174-57,"CHANG, MICHAEL T; CHANG, TSAI FEN L",06/28/2019,475000.0,GOODWILL LLC,Brookfield,CT,7900.0,7949.38,01/26/2021,Paid in Full,Limited  Liability Company(LLC),445120,,2.0,Union Savings Bank,Union Savings Bank,DANBURY,CT,578,True,True
HAN LLC,6262 CHINOOK AVE,6431 NAVAJO RD,WESTMINSTER,195-283-09,"THE PAUL SULAHIAN REVOCABLE LIVING TRUST, ; SINANIAN, LARA",03/17/2026,900000.0,HAN LLC,LEAVENWORTH,KS,7900.0,7952.45,05/01/2020,Paid in Full,Limited  Liability Company(LLC),722511,,2.0,Country Club Bank,Country Club Bank,KANSAS CITY,MO,-2146,True,False
HAN LLC,6272 CHINOOK AVE,6431 NAVAJO RD,WESTMINSTER,195-283-10,"THE PAUL SULAHIAN REVOCABLE LIVING TRUST, ; SINANIAN, LARA",03/17/2026,900000.0,HAN LLC,LEAVENWORTH,KS,7900.0,7952.45,05/01/2020,Paid in Full,Limited  Liability Company(LLC),722511,,2.0,Country Club Bank,Country Club Bank,KANSAS CITY,MO,-2146,True,False
TRIUMVIRATE LLC,21951 BROOKHURST ST,9874 RARITAN AVE,FOUNTAIN VALLEY,151-234-09,"ROSELL, DAVID T; ROSELL, LORI L",11/19/2021,2800000.0,TRIUMVIRATE LLC,CHEYENNE,WY,7700.0,7769.19,04/15/2020,Paid in Full,Corporation,453998,,3.0,Pinnacle Bank-Wyoming,Pinnacle Bank-Wyoming,Cody,WY,-583,True,False
FOCUS REALTY LLC,4340 VON KARMAN AVE STE 200,19100 VON KARMAN AVE STE 570,NEWPORT BEACH,934-057-12,"PRES 4340 VON KARMAN LP,",10/27/2017,1912000.0,FOCUS REALTY LLC,DASSEL,MN,7500.0,7574.79,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Royal CU,Royal CU,EAU CLAIRE,WI,931,True,False
FOCUS REALTY LLC,4340 VON KARMAN AVE STE 201,19100 VON KARMAN AVE STE 570,NEWPORT BEACH,934-057-13,",",,,FOCUS REALTY LLC,DASSEL,MN,7500.0,7574.79,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Royal CU,Royal CU,EAU CLAIRE,WI,,True,False
FOCUS REALTY LLC,4340 VON KARMAN AVE STE 211,19100 VON KARMAN AVE STE 570,NEWPORT BEACH,934-057-23,",",,,FOCUS REALTY LLC,DASSEL,MN,7500.0,7574.79,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Royal CU,Royal CU,EAU CLAIRE,WI,,True,False
JJ HOLDINGS LLC,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,J&J HOLDINGS LLC,Florence,MS,7500.0,7520.75,04/29/2021,Paid in Full,Limited  Liability Company(LLC),541618,,2.0,Regions Bank,Regions Bank,BIRMINGHAM,AL,504,True,True
PALACE PROPERTIES LLC,755 W 17TH ST STE I,1575 PLACENTIA AVE,NEWPORT BEACH,939-831-09,"CM17 PROPERTIES LLC,",12/12/2014,375000.0,PALACE PROPERTIES LLC,AURORA,IL,7200.0,7289.75,04/15/2020,Paid in Full,Limited  Liability Company(LLC),531110,,2.0,"Associated Bank, National Association","Associated Bank, National Association",GREEN BAY,WI,1951,True,False
RCP ENTERPRISES LLC,1688 TOPANGA,135 VIA YELLA,NEWPORT BEACH,930-617-47,",",,,"RCP ENTERPRISES, LLC",Johnston,RI,7155.0,7205.14,04/28/2020,Paid in Full,Limited  Liability Company(LLC),236220,,2.0,"TD Bank, National Association","TD Bank, National Association",WILMINGTON,DE,,True,False
SDR LLC,5902 CHINOOK DR,8861 KATELLA AVE,ANAHEIM,195-223-06,"RODRIGUEZ, OSCAR GABRIEL; RODRIGUEZ, LEAH DIANE",03/12/2020,770000.0,SDR LLC,Salt Lake City,UT,6796.87,6831.32,05/07/2021,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,421,True,True
SDR LLC,15421 HANOVER LN,8861 KATELLA AVE,ANAHEIM,145-151-16,"CHANG, ROBERT TE CHIN; CHANG, SANDRA MEI LING TU",,0.0,SDR LLC,Salt Lake City,UT,6796.87,6831.32,05/07/2021,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,,True,True
SDR LLC,16691 BARTLETT LN,8861 KATELLA AVE,ANAHEIM,142-412-08,"CHANG, ROBERT TE CHIN; CHANG, SANDRA MEI LING TU",,0.0,SDR LLC,Salt Lake City,UT,6796.87,6831.32,05/07/2021,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,,True,True
SDR LLC,6561 SORENTO CIR,18437 STONEGATE LN,ROWLAND HEIGHTS,145-181-09,"CHANG, ROBERT T; CHANG, SANDRA T",,0.0,SDR LLC,Salt Lake City,UT,6796.87,6831.32,05/07/2021,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,,True,True
KL INDUSTRIES LLC,711 W 17TH ST # 18,711 W 17TH ST STE B7,COSTA MESA,939-830-18,"POBANZ, YUMIKO",10/11/1995,0.0,"K & L INDUSTRIES, LLC",ZWINGLE,IA,6700.0,6751.92,04/27/2020,Paid in Full,Limited  Liability Company(LLC),811111,,1.0,Dupaco Community CU,Dupaco Community CU,DUBUQUE,IA,8965,True,False
SDR LLC,5902 CHINOOK DR,8861 KATELLA AVE,ANAHEIM,195-223-06,"RODRIGUEZ, OSCAR GABRIEL; RODRIGUEZ, LEAH DIANE",03/12/2020,770000.0,SDR LLC,SALT LAKE CITY,UT,6200.0,6262.17,05/20/2020,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,69,True,True
SDR LLC,15421 HANOVER LN,8861 KATELLA AVE,ANAHEIM,145-151-16,"CHANG, ROBERT TE CHIN; CHANG, SANDRA MEI LING TU",,0.0,SDR LLC,SALT LAKE CITY,UT,6200.0,6262.17,05/20/2020,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,,True,True
SDR LLC,16691 BARTLETT LN,8861 KATELLA AVE,ANAHEIM,142-412-08,"CHANG, ROBERT TE CHIN; CHANG, SANDRA MEI LING TU",,0.0,SDR LLC,SALT LAKE CITY,UT,6200.0,6262.17,05/20/2020,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,,True,True
SDR LLC,6561 SORENTO CIR,18437 STONEGATE LN,ROWLAND HEIGHTS,145-181-09,"CHANG, ROBERT T; CHANG, SANDRA T",,0.0,SDR LLC,SALT LAKE CITY,UT,6200.0,6262.17,05/20/2020,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,Mountain America FCU,SANDY,UT,,True,True
POSEIDON ENTERPRISES LLC,16891 CORAL CAY LN,14269 FERN AVE,CHINO,178-653-19,"THE FULCRUM GROUP,",02/17/2005,0.0,POSEIDON ENTERPRISES LLC,Hillsborough,NJ,6070.0,6109.99,03/17/2021,Paid in Full,Limited  Liability Company(LLC),561790,,1.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",COLUMBUS,OH,5872,True,True
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,"ARABELLA, LLC",PIQUA,OH,5832.5,5892.42,04/10/2020,Paid in Full,Limited  Liability Company(LLC),812112,,1.0,Minster Bank,Minster Bank,MINSTER,OH,8180,True,True
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,ARABELLA LLC,Skaneateles,NY,5830.84,5884.04,02/19/2021,Paid in Full,Limited  Liability Company(LLC),812112,,1.0,"Square Capital, LLC","Square Capital, LLC",San Francisco,CA,8495,True,True
BW & ASSOCIATES LLC,1200 RUTLAND RD # 25,2 PACIFIC WINDS,NEWPORT COAST,934-180-25,"GODBER, DAVID S; THE DAVID S GODBER TRUST,",09/02/2022,0.0,B&W ASSOCIATES LLC,Aurora,CO,5800.0,5816.59,03/26/2021,Paid in Full,Corporation,334220,,1.0,"Newtek Small Business Finance, Inc.","Newtek Small Business Finance, Inc.",LAKE SUCCESS,NY,-525,True,True
NM 168 LLC,10139 LIGHTBREEZE CIR,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,155-151-08,"HB HOMES MANAGEMENT LLC,",12/02/2022,2782500.0,NM 168 LLC,Irvine,CA,5767.0,5804.36,03/12/2021,Paid in Full,Partnership,531120,,1.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",COLUMBUS,OH,-630,False,False
NM 168 LLC,10149 LIGHTBREEZE CIR,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,155-151-07,"HB HOMES MANAGEMENT LLC,",12/02/2022,2782500.0,NM 168 LLC,Irvine,CA,5767.0,5804.36,03/12/2021,Paid in Full,Partnership,531120,,1.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",COLUMBUS,OH,-630,False,False
GOSPA LLC,12610 WESTMINSTER AVE # 2C,10635 BRUNS DR,TUSTIN,938-691-08,"TWOMEY HOLDINGS LLC,",06/27/2016,583000.0,GO SPA LLC,Chicago,IL,5557.5,5598.31,01/20/2021,Paid in Full,Limited  Liability Company(LLC),812199,,1.0,BMO Bank National Association,BMO Bank National Association,Chicago,IL,1668,True,True
PEACEFUL JOURNEY LLC,16511 GOLDENWEST ST,PO BOX 1405,SUNSET BEACH,146-271-46,"FORD PROPERTIES LP,",08/30/2018,0.0,PEACEFUL JOURNEY LLC,HUNTINGTON BEACH,CA,5010.0,5055.02,05/08/2020,Paid in Full,Limited  Liability Company(LLC),531312,,1.0,"Wells Fargo Bank, National Association","Wells Fargo Bank, National Association",SIOUX FALLS,SD,617,False,True
L & E HOLDINGS LLC,10541 LAKESIDE DR S # 159,9932 CRIS AVE,ANAHEIM,939-881-59,"WHOMSLEY, LUTHER E; WHOMSLEY, ELLEN C",12/19/1997,0.0,L & E HOLDINGS LLC,GROVE,OK,4700.0,4743.21,04/07/2020,Paid in Full,Limited  Liability Company(LLC),812910,,2.0,Arvest Bank,Arvest Bank,FAYETTEVILLE,AR,8145,True,True
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,ARABELLA LLC,Skaneateles,NY,4303.16,4329.8,05/01/2020,Paid in Full,Limited  Liability Company(LLC),812112,,1.0,"Square Capital, LLC",Celtic Bank Corporation,SALT LAKE CITY,UT,8201,True,True
OG RESIDENTIAL LLC,8940 COMET CIR,16404 SHADOW CT,LA MIRADA,107-626-20,"FARLEY, CATHLEEN MARIE; ESTATE OF MARIE ANNE ROBLEDO,",09/12/2025,925000.0,OG RESIDENTIAL LLC,LA MIRADA,CA,4240.0,4277.75,05/01/2020,Paid in Full,Corporation,,,1.0,"Wells Fargo Bank, National Association","Wells Fargo Bank, National Association",SIOUX FALLS,SD,-1960,False,True
OG RESIDENTIAL LLC,8940 COMET CIR,16404 SHADOW CT,LA MIRADA,107-626-20,"FARLEY, CATHLEEN MARIE; ESTATE OF MARIE ANNE ROBLEDO,",09/12/2025,925000.0,OG RESIDENTIAL LLC,La Mirada,CA,4222.0,4274.75,02/02/2021,Paid in Full,Corporation,531390,,1.0,"Wells Fargo Bank, National Association","Wells Fargo Bank, National Association",SIOUX FALLS,SD,-1683,False,True
KC GROUP LLC,15301 PACIFIC ST,10252 AVENIDA CINCO DE MAYO,FOUNTAIN VALLEY,142-052-10,"GARCIA, ANGEL; GARCIA FAMILY TRUST,",11/16/2022,820000.0,KC GROUP LLC,Hammonton,NJ,4140.0,4164.84,04/02/2021,Paid in Full,Limited  Liability Company(LLC),541410,,1.0,"Capital Plus Financial, LLC","Capital Plus Financial, LLC",Bedford,TX,-593,True,False
WILDCAT PROPERTIES LLC,200 PACIFIC COAST HWY UNIT 345,4800 COLLEGE BLVD STE 204,FARMINGTON,939-506-09,"AURORA LOAN SERVICES LLC,",07/02/2010,600000.0,WILDCAT PROPERTIES LLC,Greenfield Center,NY,4000.0,4040.44,06/03/2020,Paid in Full,Limited  Liability Company(LLC),532289,,1.0,WebBank,WebBank,SALT LAKE CITY,UT,3624,True,True
GOSPA LLC,12610 WESTMINSTER AVE # 2C,10635 BRUNS DR,TUSTIN,938-691-08,"TWOMEY HOLDINGS LLC,",06/27/2016,583000.0,"GO SPA, LLC",CHICAGO,IL,3700.0,3735.38,04/15/2020,Paid in Full,Limited  Liability Company(LLC),812199,,1.0,BMO Bank National Association,BMO Bank National Association,Chicago,IL,1388,True,True
A & D LLC,5821 VIEW CIR,18055 BUSHARD ST,FOUNTAIN VALLEY,146-312-13,"DO, ELIZABETH",05/18/2021,0.0,A&D LLC,TONGANOXIE,KS,3500.0,3524.6,06/30/2020,Paid in Full,Limited  Liability Company(LLC),447110,,2.0,First State Bank and Trust,First State Bank and Trust,TONGANOXIE,KS,-322,True,False
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,ARABELLA LLC,Glen Arbor,MI,3379.0,3411.85,01/19/2021,Paid in Full,Limited  Liability Company(LLC),453220,,1.0,Honor Bank,Honor Bank,HONOR,MI,8464,True,True
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,"ARABELLA, LLC",Glen Arbor,MI,3379.0,3400.11,04/27/2020,Paid in Full,Limited  Liability Company(LLC),453220,,1.0,Honor Bank,Honor Bank,HONOR,MI,8197,True,True
POINTFAR AUTOMATION LLC,16655 PACIFIC COAST HWY,18710 VINTAGE ST,NORTHRIDGE,178-523-09,"VISION DEVELOPMENT LLC,",03/10/2026,1400000.0,POINTFAR AUTOMATION LLC,Santa Clarita,CA,2865.0,2875.36,05/13/2021,Paid in Full,Limited  Liability Company(LLC),541330,,2.0,Customers Bank,"Leader Bank, National Association",ARLINGTON,MA,-1762,False,True
DNA INVESTMENTS LLC,7 IMA LOA CT # 160,7 IMA LOA CT,NEWPORT BEACH,932-581-60,"IMA LOA LLC,",06/27/2025,1575000.0,DNA INVESTMENTS LLC,New Orleans,LA,2452.0,2462.21,04/17/2021,Paid in Full,Limited  Liability Company(LLC),561720,,1.0,Customers Bank,Customers Bank,Malvern,PA,-1532,True,False
BAM HOMES LLC,21851 NEWLAND ST SPC 270,135 S STATE COLLEGE BLVD STE 200,BREA,890-892-70,",",,,BAM HOMES LLC,Lake Oswego,OR,2417.0,2444.35,02/05/2021,Paid in Full,Subchapter S Corporation,236118,,1.0,KeyBank National Association,KeyBank National Association,CLEVELAND,OH,,True,True
HB LLC,9472 RAMBLER DR,16340 75TH PL W,EDMONDS,149-053-07,"COVINGTON, JANET; CROSLEY, COURTNEY",06/04/2019,1127000.0,H & B LLC,CALMAR,IA,2300.0,2320.25,05/01/2020,Paid in Full,Limited  Liability Company(LLC),531120,,2.0,CUSB Bank,CUSB Bank,Cresco,IA,332,True,True
YSA LLC,12 HARBOR IS,4343 VON KARMAN AVE STE 350,NEWPORT BEACH,988-023-55,",",,,YSA LLC,RICHMOND,VA,2296.0,2323.3,06/23/2020,Paid in Full,Limited  Liability Company(LLC),445120,,1.0,Fed ¿ Kabbage,"Kabbage, Inc.",Atlanta,GA,,True,False
KJH INVESTMENTS LLC,17210 SAN MATEO ST # 24,12761 LONGDEN ST,GARDEN GROVE,930-294-24,"GRIMSHAW, HAROLD K; GRIMSHAW, DIANE L",08/31/2022,1166000.0,K & J H INVESTMENTS LLC,Milwaukee,WI,1457.0,1460.76,05/12/2021,Paid in Full,Limited  Liability Company(LLC),531311,,1.0,"U.S. Bank, National Association","U.S. Bank, National Association",CINCINNATI,OH,-476,True,True
MY VILLAGE LLC,12555 EUCLID ST APT 53,PO BOX 2247,ANAHEIM,930-536-39,"AADESS, LATIFA",11/26/2002,0.0,MY VILLAGE LLC,OLYMPIA,WA,1000.0,1006.72,05/08/2020,Paid in Full,Limited  Liability Company(LLC),812990,,7.0,Washington State Employees Credit Union,Washington State Employees Credit Union,OLYMPIA,WA,6373,True,True
